"Nazwa";"Typ";"Latitude";"Longitude"
"Wiczlino - Działki I";"stop_position";"54.4819645";"18.437778"
"Okrężna (n/ż)";"stop_position";"54.4469526";"18.5515801"
"Pruszcz Gd., Dworzec Kolejowy";"stop_position";"54.2582481";"18.6450816"
"Karwiny PKM 04";"stop_position";"54.4702017";"18.5094708"
"Zastawna/Rondo 29";"stop_position";"54.2400872";"18.6136836"
"Zakoniczyn 01";"stop_position";"54.3197759";"18.577219"
"Ergo Arena 02";"stop_position";"54.4262908";"18.5761185"
"Ergo Arena 01";"stop_position";"54.426647";"18.5758924"
"Łokietka 02";"stop_position";"54.4305611";"18.5736105"
"Brak nazwy";"stop_position";"54.4326183";"18.5735962"
"Polna 03";"stop_position";"54.4344193";"18.5777641"
"Nadwodna 01";"stop_position";"54.4227838";"18.5641285"
"Jaworowa 02";"stop_position";"54.3388031";"18.5597549"
"Jeziorowa 02";"stop_position";"54.3346151";"18.5595268"
"Jeziorowa 01";"stop_position";"54.3327737";"18.5592313"
"Jaworowa 01";"stop_position";"54.338301";"18.5596534"
"Chopina/Rondo 02";"stop_position";"54.2614264";"18.6527403"
"Bielkowo";"stop_position";"54.276834";"18.5027366"
"Sopot Przylesie";"stop_position";"54.4478456";"18.5406072"
"Wybickiego 01";"stop_position";"54.4372957";"18.5575657"
"Małopolska 02";"stop_position";"54.4556112";"18.5433954"
"Łużycka 03";"stop_position";"54.4561064";"18.5505986"
"Opera Bałtycka 04";"stop_position";"54.3725167";"18.6232913"
"Ciołkowskiego 02";"stop_position";"54.3953765";"18.6176638"
"Jaworzniaków 02";"stop_position";"54.3178368";"18.5690106"
"Kacze Buki 04";"stop_position";"54.4555952";"18.4538641"
"Hala ""Olivia"" 02";"stop_position";"54.4019277";"18.5731706"
"Witomino Sosnowa 01";"stop_position";"54.4984608";"18.4941234"
"Olsztyńska 01";"stop_position";"54.4063476";"18.6046614"
"Cedry Małe, Stacja paliw";"stop_position";"54.2747393";"18.8673893"
"Wagnera 01";"stop_position";"54.3558149";"18.6137202"
"Nowy Port Oliwska 01";"stop_position";"54.4015711";"18.6744556"
"Kasztanowa";"stop_position";"54.4040847";"18.6611769"
"Kasztanowa";"stop_position";"54.4039564";"18.6614066"
"Kielecka 01";"stop_position";"54.3339835";"18.5921989"
"Chopina 01";"stop_position";"54.4421581";"18.5711912"
"Gdańsk Brętowo";"stop_position";"54.3652521";"18.5735934"
"Gdańsk Niedźwiednik";"stop_position";"54.3780951";"18.5720736"
"Gdańsk Niedźwiednik";"stop_position";"54.3781067";"18.5720152"
"Brętowo PKM 05";"stop_position";"54.3655346";"18.5739613"
"Jelitkowo Kapliczna 03";"stop_position";"54.4215619";"18.6020137"
"Jana z Kolna 01";"stop_position";"54.3616587";"18.6452737"
"Kampinoska 01";"stop_position";"54.3162268";"18.603275"
"Powstańców Warszawy 02";"stop_position";"54.2569592";"18.659368"
"Twierdza Wisłoujście";"stop_position";"54.3936249";"18.6774544"
"Nabrzeże Zbożowe";"stop_position";"54.3943515";"18.6731186"
"Brzeźno";"stop_position";"54.4099195";"18.6596811"
"Wielki Kack Fikakowo 01";"stop_position";"54.4655357";"18.483455"
"Wielki Kack Fikakowo 02";"stop_position";"54.4657103";"18.4834133"
"23 Marca";"stop_position";"54.4481227";"18.5436072"
"Mały Kack Strzelców 01";"stop_position";"54.4777654";"18.5032488"
"Chwaszczyno Poczta 06";"stop_position";"54.4430439";"18.4092769"
"Chwaszczyno Poczta 73";"stop_position";"54.4429862";"18.4113805"
"Gdańsk Osowa";"stop_position";"54.4224377";"18.4526044"
"23 Marca";"stop_position";"54.4481305";"18.5443284"
"Gdańsk Strzyża";"stop_position";"54.3917025";"18.5786734"
"Gdańsk Strzyża";"stop_position";"54.3916687";"18.5787096"
"Uniwersytet Gdański";"stop_position";"54.3952806";"18.5723045"
"Zaroślak 01";"stop_position";"54.3416179";"18.6425075"
"Stare Szkoty 01";"stop_position";"54.3359771";"18.636515"
"Brama Oruńska 01";"stop_position";"54.3398379";"18.6402865"
"Nowy Świat";"stop_position";"54.4186747";"18.4504407"
"Zeusa";"stop_position";"54.4227167";"18.4618402"
"Łowicka Szkoła 01";"stop_position";"54.4846442";"18.5268035"
"Zabornia";"stop_position";"54.3385415";"18.5718272"
"Zabornia";"stop_position";"54.3377171";"18.570803"
"Zabornia";"stop_position";"54.3381726";"18.5735932"
"Zabornia";"stop_position";"54.3366646";"18.5722266"
"Łabędzia";"stop_position";"54.347261";"18.5725265"
"Hucisko 04";"stop_position";"54.351929";"18.6444692"
"Redłowo SKM 03";"stop_position";"54.4920228";"18.53891"
"Sopot Kamienny Potok";"stop_position";"54.4574735";"18.553742"
"Sopot Kamienny Potok";"stop_position";"54.4575891";"18.5534913"
"Gdynia Redłowo";"stop_position";"54.4915651";"18.5382504"
"Gdynia Redłowo";"stop_position";"54.4915904";"18.5384472"
"Gdynia Orłowo";"stop_position";"54.4767054";"18.5488543"
"Gdynia Orłowo";"stop_position";"54.4767684";"18.5490784"
"Sopot";"stop_position";"54.4400303";"18.5623595"
"Sopot";"stop_position";"54.4400522";"18.5625628"
"Sopot Wyścigi";"stop_position";"54.4316748";"18.5650246"
"Sopot Wyścigi";"stop_position";"54.4316936";"18.5652042"
"Gdańsk Żabianka - AWFiS";"stop_position";"54.4206183";"18.5686392"
"Gdańsk Żabianka - AWFiS";"stop_position";"54.4206063";"18.568424"
"Gdańsk Oliwa";"stop_position";"54.409614";"18.5719845"
"Gdańsk Oliwa";"stop_position";"54.4096329";"18.5721924"
"Gdańsk Zaspa";"stop_position";"54.3898514";"18.5915048"
"Gdańsk Zaspa";"stop_position";"54.3897827";"18.5913923"
"Gdańsk Wrzeszcz";"stop_position";"54.382116";"18.6054213"
"Gdańsk Wrzeszcz";"stop_position";"54.3819985";"18.6053374"
"Gdańsk Politechnika";"stop_position";"54.3742475";"18.6274559"
"Gdańsk Stocznia";"stop_position";"54.3646044";"18.6417046"
"Gdańsk Stocznia";"stop_position";"54.3646448";"18.6418962"
"Gdańsk Główny";"stop_position";"54.35676";"18.644267"
"Gdańsk Główny";"stop_position";"54.3567515";"18.6444723"
"Gdańsk Śródmieście";"stop_position";"54.3469191";"18.6444696"
"Filipkowskiego 01";"stop_position";"54.4870998";"18.4300624"
"Wiczlińska - Śliska";"stop_position";"54.4847461";"18.4358756"
"Kwiatkowskiej";"stop_position";"54.4930018";"18.4338779"
"Bryla";"stop_position";"54.4954647";"18.4371784"
"Nałkowskiej 04";"stop_position";"54.4688421";"18.4993517"
"Chwaszczyno Oliwska 79";"stop_position";"54.4420877";"18.4462405"
"Chwaszczyno Oliwska 02";"stop_position";"54.4422912";"18.4446366"
"Iławska";"stop_position";"54.4392566";"18.459067"
"Iławska";"stop_position";"54.4395191";"18.4584124"
"Myśliborska";"stop_position";"54.4417414";"18.4526968"
"Myśliborska";"stop_position";"54.4418591";"18.4512228"
"Pólnicy";"stop_position";"54.3404502";"18.5591316"
"Pólnicy";"stop_position";"54.339607";"18.561189"
"Damroki";"stop_position";"54.3390124";"18.5633232"
"Sobieszewo 01";"stop_position";"54.3436477";"18.8261956"
"Dębinki 01";"stop_position";"54.363374";"18.63182"
"Banino Szkoła 02";"stop_position";"54.391387";"18.410472"
"Pomorskie Szkoły Rzemiosł 03";"stop_position";"54.3606579";"18.6136992"
"Brama Oliwska 04";"stop_position";"54.3626523";"18.639961"
"Traugutta 03";"stop_position";"54.3681087";"18.6294102"
"Sopot";"stop_position";"54.4400243";"18.5622837"
"Ujeścisko 04";"stop_position";"54.3318808";"18.5711892"
"Makro 73";"stop_position";"54.3396279";"18.7355495"
"Banino, Borowiecka 01";"stop_position";"54.3931213";"18.4029967"
"Ostróżki";"stop_position";"54.2430352";"18.4651578"
"Brak nazwy";"stop_position";"54.370256";"18.6881861"
"Łódzka 02";"stop_position";"54.33244";"18.5943132"
"Częstochowska 02";"stop_position";"54.3313885";"18.5805059"
"Uniwersytet Gdański 01";"stop_position";"54.4443259";"18.5562148"
"Przejazdowo Hotel 01";"stop_position";"54.3233635";"18.7462793"
"Przejazdowo Hotel 78";"stop_position";"54.3242849";"18.7459078"
"Osiedle Kasprowicza 02";"stop_position";"54.2651273";"18.6635059"
"Osiedle Kasprowicza 01";"stop_position";"54.265267";"18.6623831"
"Wiśniewskiego 02";"stop_position";"54.2653206";"18.6526067"
"Wiśniewskiego 01";"stop_position";"54.2646056";"18.6510107"
"Obrońców Westerplatte 01";"stop_position";"54.2659824";"18.6562733"
"Obrońców Westerplatte 02";"stop_position";"54.2658673";"18.657316"
"Chopina/Rondo 21";"stop_position";"54.2606726";"18.6498975"
"Chopina/Waląga 52";"stop_position";"54.2618204";"18.6387061"
"Chopina/Waląga 23";"stop_position";"54.2617629";"18.6391269"
"Chopina/Żwirki i Wigury 02";"stop_position";"54.259134";"18.6501796"
"Chopina/Żwirki i Wigury 31";"stop_position";"54.2588323";"18.6502578"
"Radunica 02";"stop_position";"54.2787655";"18.6396062"
"Radunica 01";"stop_position";"54.2793281";"18.6394359"
"Przemysłowa 01";"stop_position";"54.2705413";"18.6380024"
"Przemysłowa 02";"stop_position";"54.2708642";"18.6379261"
"Osiedle Piastowskie 02";"stop_position";"54.2672127";"18.6522675"
"Broniewskiego 02";"stop_position";"54.2643789";"18.670242"
"Broniewskiego 01";"stop_position";"54.2643512";"18.6704888"
"Osiedle Wschód 02";"stop_position";"54.2594428";"18.6736819"
"Wysockiego 02";"stop_position";"54.2629425";"18.6748664"
"Wysockiego 01";"stop_position";"54.2630676";"18.6749053"
"Czermińskiego 01";"stop_position";"54.322361";"18.5523023"
"Baśniowa";"stop_position";"54.3193209";"18.5643994"
"Baśniowa";"stop_position";"54.3188973";"18.5656299"
"Kopernika/Azaliowa 58";"stop_position";"54.2637835";"18.6637614"
"Chwaszczyno";"stop_position";"54.4435121";"18.4205883"
"Chwaszczyno 75";"stop_position";"54.4435046";"18.4209264"
"Bogatka Skrzyżowanie 06";"stop_position";"54.3297705";"18.7841126"
"Piecewska";"stop_position";"54.358288";"18.5871681"
"Brak nazwy";"stop_position";"54.421504";"18.418206"
"Dworzec autobusowy";"stop_position";"54.3558738";"18.642715"
"Gryfa Pomorskiego 04";"stop_position";"54.4683446";"18.4875909"
"Rębiechowo PKP";"stop_position";"54.3887464";"18.4176098"
"Chwaszczyno, Żwirowa";"stop_position";"54.4278267";"18.4159594"
"Chełm Cienista 03";"stop_position";"54.3376265";"18.6263008"
"Terminal DCT 01";"stop_position";"54.3831131";"18.706228"
"Urząd Miejski 01";"stop_position";"54.3514729";"18.6421765"
"Węzeł Groddecka";"stop_position";"54.3485178";"18.642272"
"Gdynia Stadion";"stop_position";"54.4961501";"18.533189"
"Gdynia Stadion";"stop_position";"54.4961412";"18.5332467"
"Władysława IV 02";"stop_position";"54.4360324";"18.5677838"
"Chwaszczyno, Szkoła";"stop_position";"54.4402019";"18.4183253"
"Chwaszczyno, Jaromira";"stop_position";"54.4195365";"18.4314414"
"Chwaszczyno, Kaszubska Droga 95";"stop_position";"54.4254431";"18.4373235"
"Brak nazwy";"stop_position";"54.4288718";"18.439205"
"Chwaszczyno, Szymanowskiego";"stop_position";"54.436517";"18.4364422"
"Leźno Skrzyżowanie";"stop_position";"54.3450965";"18.4537843"
"Królewskie Wzgórze";"stop_position";"54.3496095";"18.5739691"
"Królewskie Wzgórze";"stop_position";"54.3498222";"18.5741179"
"Łabędzia";"stop_position";"54.3470264";"18.5723471"
"Stolema";"stop_position";"54.3413942";"18.570562"
"Stolema";"stop_position";"54.3416494";"18.5705625"
"Zabornia";"stop_position";"54.3382401";"18.5722335"
"Zabornia";"stop_position";"54.3384949";"18.5721534"
"Ujeścisko 01";"stop_position";"54.3314984";"18.571485"
"Ujeścisko 03";"stop_position";"54.3316183";"18.5709406"
"Lawendowe Wzgórze 02";"stop_position";"54.3277339";"18.569734"
"Lawendowe Wzgórze 01";"stop_position";"54.3280318";"18.5699618"
"Ujeścisko 02";"stop_position";"54.331557";"18.5709314"
"Ujeścisko 06";"stop_position";"54.3314394";"18.5710342"
"Sopot PKP - Marynarzy 01";"stop_position";"54.4391448";"18.5641899"
"Władysława IV 01";"stop_position";"54.4359284";"18.5674253"
"Kochanowskiego 03";"stop_position";"54.4347215";"18.5598904"
"Sikorskiego 03";"stop_position";"54.4413347";"18.5567677"
"Herberta 01";"stop_position";"54.4402201";"18.5455112"
"Żeromskiego 02";"stop_position";"54.4404646";"18.5512923"
"Sikorskiego 02";"stop_position";"54.4415159";"18.55885"
"Sopot PKP 01";"stop_position";"54.441151";"18.5647926"
"Chopina 03";"stop_position";"54.4425047";"18.5703278"
"Grunwaldzka 01";"stop_position";"54.4392412";"18.5736661"
"Mierosławskiego 01";"stop_position";"54.4333115";"18.5712308"
"Sportowa 01";"stop_position";"54.4315654";"18.5697804"
"Rynek Non-Stop 01";"stop_position";"54.4326176";"18.5671434"
"Jana z Kolna 02";"stop_position";"54.4347187";"18.5698421"
"Sobieskiego - Przychodnia 02";"stop_position";"54.4391482";"18.567678"
"Sopot PKP 02";"stop_position";"54.4414371";"18.5636475"
"Sikorskiego 01";"stop_position";"54.441706";"18.5578799"
"Żeromskiego 01";"stop_position";"54.4403919";"18.5517629"
"Osiedle Mickiewicza 01";"stop_position";"54.4391521";"18.5478624"
"Głęboka 94";"stop_position";"54.3529124";"18.6724432"
"Łostowice Świętokrzyska 02";"stop_position";"54.3231162";"18.6065454"
"Nowy Świat, Jezioro";"stop_position";"54.4184656";"18.4435178"
"Sobiesława I";"stop_position";"54.4179072";"18.4386557"
"Czapielsk";"stop_position";"54.2630911";"18.4117738"
"Cygańska Góra 04 n/ż";"stop_position";"54.3590522";"18.6185735"
"Cygańska Góra 03 n/ż";"stop_position";"54.35918";"18.6178987"
"Jankowo Conradiego Pętla 01";"stop_position";"54.2948733";"18.5543266"
"Rębiechowo PKP";"stop_position";"54.388659";"18.4178579"
"Brętowo PKM 01";"stop_position";"54.3649562";"18.5737111"
"Dworzec Główny 14";"stop_position";"54.3553054";"18.6453354"
"Dworzec Główny 12";"stop_position";"54.355416";"18.6453619"
"Pomorskie Szkoły Rzemiosł 04";"stop_position";"54.3607005";"18.6135062"
"Przyrodników";"stop_position";"54.3845291";"18.4319711"
"Beniowskiego 01";"stop_position";"54.4093966";"18.5788699"
"Toruńska 01";"stop_position";"54.3456141";"18.6454702"
"Śródmieście SKM 01";"stop_position";"54.3476883";"18.6444027"
"Chwaszczyno - Lisia (NŻ)";"stop_position";"54.4360653";"18.4052837"
"Gdańsk, Dworzec PKS";"stop_position";"54.3570226";"18.6432401"
"Matejki 02";"stop_position";"54.3747152";"18.6130984"
"Żwirki i Wigury 03";"stop_position";"54.3921899";"18.6058937"
"Śnieżna 03";"stop_position";"54.3922347";"18.6578593"
"Focha 02";"stop_position";"54.3586169";"18.6231137"
"Focha 01";"stop_position";"54.3586115";"18.6229127"
"Zaroślak 03";"stop_position";"54.342001";"18.6418662"
"Nad Jarem 01";"stop_position";"54.3538492";"18.6143809"
"Zacna";"stop_position";"54.3506367";"18.5604297"
"Brak nazwy";"stop_position";"54.2235658";"18.5826162"
"Brak nazwy";"stop_position";"54.2231796";"18.5817216"
"Brak nazwy";"stop_position";"54.2309396";"18.5993348"
"Dąbrowskiego 02";"stop_position";"54.2580006";"18.6491439"
"Łokietka 01";"stop_position";"54.4294806";"18.5742513"
"Kopalniana";"stop_position";"54.3903818";"18.616935"
"Jelitkowo 06";"stop_position";"54.4233635";"18.5937474"
"Cedry Małe, Stacja paliw";"stop_position";"54.2730946";"18.8690797"
"Urząd Wojewódzki / Marszałkowski";"stop_position";"54.3428176";"18.6462745"
"Urząd Wojewódzki / Marszałkowski";"stop_position";"54.3428608";"18.6460829"
"Brzegowa 01";"stop_position";"54.3422926";"18.7940376"
"Kacze Buki 01";"stop_position";"54.4554299";"18.4551406"
"Fabryczna";"stop_position";"54.353136";"18.494974"
"Bażyńskiego 05";"stop_position";"54.3987057";"18.5688676"
"Zaspa";"stop_position";"54.3998678";"18.5954497"
"Smoluchowskiego 02";"stop_position";"54.3670473";"18.623304"
"Smoluchowskiego 01";"stop_position";"54.3671405";"18.6245117"
"Traugutta 04";"stop_position";"54.3674456";"18.6273724"
"Górki Zachodnie 01";"stop_position";"54.3547689";"18.7819688"
"Łęczycka 02";"stop_position";"54.3559486";"18.7632598"
"Gdańsk Matarnia";"stop_position";"54.3735583";"18.5063293"
"Gdańsk Firoga";"stop_position";"54.3782672";"18.4870918"
"Osowa PKP 01";"stop_position";"54.4209282";"18.452667"
"Osowa PKP 03";"stop_position";"54.4205794";"18.4519812"
"Stadion PKM 01";"stop_position";"54.4966939";"18.5329975"
"Łużycka";"stop_position";"54.4948856";"18.5347957"
"Kręta 01";"stop_position";"54.4674345";"18.498256"
"Gryfa Pomorskiego 02";"stop_position";"54.4677615";"18.4875639"
"Brama Żuławska 05";"stop_position";"54.3486811";"18.6692375"
"Długie Ogrody 01";"stop_position";"54.3477438";"18.6637671"
"Gdańsk Port Lotniczy";"stop_position";"54.3827984";"18.4663337"
"Gdańsk Port Lotniczy";"stop_position";"54.3827654";"18.466308"
"Czarny Dwór";"stop_position";"54.4068078";"18.6165289"
"Panattoni 01";"stop_position";"54.2378094";"18.6069184"
"Kolbudy, Przemysłowa";"stop_position";"54.2774794";"18.4530678"
"Kolbudy, Os. Leśników";"stop_position";"54.2634856";"18.4642641"
"Odyseusza 01";"stop_position";"54.4309572";"18.482131"
"Krzemowa 01 (NŻ)";"stop_position";"54.457909";"18.4558448"
"Kacze Buki Puszczyka 01";"stop_position";"54.4507214";"18.451171"
"Bieszczadzka 01 (ŃŻ)";"stop_position";"54.4524242";"18.4534608"
"Podleśna 02";"stop_position";"54.4670355";"18.5092298"
"Buszkowy, Szkoła";"stop_position";"54.2300778";"18.4401946"
"Nowa Gdańska 02";"stop_position";"54.3970153";"18.6341216"
"Nowa Gdańska 01";"stop_position";"54.3969024";"18.6343407"
"Chwaszczyno Rewerenda 01";"stop_position";"54.4516228";"18.4390216"
"Lniska Radunia";"stop_position";"54.3357974";"18.4038248"
"Częstochowska 01";"stop_position";"54.3313489";"18.5810084"
"Migdałowa 01";"stop_position";"54.3419801";"18.5832298"
"Kontenerowa 01";"stop_position";"54.3805324";"18.6967278"
"Kontenerowa 02";"stop_position";"54.3803002";"18.6951345"
"Brzeźno Plaża";"stop_position";"54.4086823";"18.6273395"
"Wrzeszcz PKP 06";"stop_position";"54.3825688";"18.6026512"
"Szpital Marynarki Wojennej";"stop_position";"54.3938294";"18.567574"
"Pręgowo, Lisi Jar";"stop_position";"54.2417086";"18.4784888"
"Leźno, Kościół";"stop_position";"54.3459341";"18.4341947"
"Leźno, Kościół";"stop_position";"54.345629";"18.4354586"
"Różyny";"stop_position";"54.2105952";"18.663018"
"Różyny";"stop_position";"54.2123674";"18.6613128"
"Cieplewo";"stop_position";"54.2325753";"18.6477073"
"Cieplewo";"stop_position";"54.234637";"18.6474669"
"Pruszcz Gdański";"stop_position";"54.2571683";"18.6469329"
"Pruszcz Gdański";"stop_position";"54.2571588";"18.6466851"
"Pruszcz Gdański";"stop_position";"54.2572568";"18.6470069"
"Pruszcz Gdański";"stop_position";"54.2572603";"18.6472238"
"Gdańsk Lipce";"stop_position";"54.3014618";"18.6358778"
"Gdańsk Lipce";"stop_position";"54.3014801";"18.6359357"
"Gdańsk Orunia";"stop_position";"54.3230169";"18.6340493"
"Gdańsk Orunia";"stop_position";"54.3254099";"18.6348622"
"Gdańsk Główny";"stop_position";"54.3562808";"18.6436216"
"Gdańsk Główny";"stop_position";"54.3562341";"18.6441245"
"Gdańsk Główny";"stop_position";"54.3567492";"18.6445458"
"Gdańsk Główny";"stop_position";"54.3567344";"18.6447749"
"Gdańsk Główny";"stop_position";"54.3570602";"18.6449546"
"Gdańsk Główny";"stop_position";"54.3570497";"18.6451608"
"Gdynia Orłowo";"stop_position";"54.4766697";"18.5487174"
"Gdynia Orłowo";"stop_position";"54.4766206";"18.5485443"
"Gdansk Wrzeszcz";"stop_position";"54.3816765";"18.6050551"
"Gdansk Wrzeszcz";"stop_position";"54.3819066";"18.605394"
"Gdańsk Kiełpinek";"stop_position";"54.3555646";"18.5277316"
"Gdańsk Kiełpinek";"stop_position";"54.3555288";"18.5277188"
"Gdańsk Matarnia";"stop_position";"54.3735101";"18.5063146"
"Gdańsk Rębiechowo";"stop_position";"54.3876953";"18.4458489"
"Gdańsk Rębiechowo";"stop_position";"54.3876607";"18.4458132"
"Gdańsk Osowa";"stop_position";"54.422375";"18.4528401"
"Gdańsk Osowa";"stop_position";"54.422331";"18.4530047"
"Gdańsk Osowa";"stop_position";"54.4223961";"18.4527705"
"Strzyża PKM 06";"stop_position";"54.3913033";"18.5785613"
"Strzyża PKM 07";"stop_position";"54.3908186";"18.5787666"
"Smolna 02";"stop_position";"54.4282725";"18.5623648"
"Smolna 01";"stop_position";"54.4276551";"18.5626887"
"Hospicjum 01";"stop_position";"54.4255801";"18.5630241"
"Kasztanowa 01";"stop_position";"54.4248804";"18.5635499"
"Młyńska 02";"stop_position";"54.4562246";"18.5583422"
"Plac Kusocińskiego 02";"stop_position";"54.4527638";"18.563016"
"Korty Tenisowe 02";"stop_position";"54.4502406";"18.564754"
"Grand Hotel 02";"stop_position";"54.4463848";"18.5677939"
"Bielińskiego 01 (NŻ)";"stop_position";"54.457396";"18.4449026"
"Bielińskiego 02 (NŻ)";"stop_position";"54.4567195";"18.4434196"
"Rdestowa Kolonia 02 (NŻ)";"stop_position";"54.4601689";"18.4514267"
"Rdestowa Kolonia 04 (NŻ)";"stop_position";"54.4602365";"18.4496491"
"Rdestowa Kolonia 01 (NŻ)";"stop_position";"54.4610718";"18.4513733"
"Łódzka 01";"stop_position";"54.332408";"18.5948774"
"Piotrkowska 01";"stop_position";"54.331324";"18.5860215"
"Piotrkowska 02";"stop_position";"54.3313577";"18.5854747"
"Przemyska 04";"stop_position";"54.333115";"18.5962775"
"Anyżowa 01";"stop_position";"54.4748776";"18.4696684"
"Borkowo Szkoła 01";"stop_position";"54.2987681";"18.5954121"
"Terminal - Cargo 02";"stop_position";"54.3826016";"18.4758085"
"Terminal - Cargo 01";"stop_position";"54.3824585";"18.4760094"
"Belgradzka 04";"stop_position";"54.3557532";"18.5885467"
"Fundamentowa";"stop_position";"54.3557001";"18.4928344"
"Chwaszczyno - Nytbusz 01 (NŻ)";"stop_position";"54.4527943";"18.4257131"
"Chwaszczyno - Polna 02 (NŻ)";"stop_position";"54.4513118";"18.4243357"
"Chwaszczyno - Polna 01 (NŻ)";"stop_position";"54.4508796";"18.4260241"
"Brak nazwy";"stop_position";"54.3946484";"18.6168859"
"Ergo Arena 04";"stop_position";"54.4253205";"18.5815268"
"Sopot Reja 02";"stop_position";"54.4313792";"18.561855"
"Kochanowskiego 01";"stop_position";"54.4342366";"18.5590082"
"Chwaszczyno Synaka 04";"stop_position";"54.4484231";"18.4292467"
"Łowicka Szkoła 02";"stop_position";"54.4843451";"18.5272757"
"Wrzeszczańska 02";"stop_position";"54.3906345";"18.6334132"
"Lisewiec, Parkowa";"stop_position";"54.2424566";"18.4952985"
"Połczyńska 02";"stop_position";"54.3337382";"18.5401641"
"Karwiny Nowowiczlińska 03";"stop_position";"54.4734968";"18.4770235"
"Kacze Buki 02";"stop_position";"54.4562741";"18.4568653"
"Krzemowa 02 (NŻ)";"stop_position";"54.4573115";"18.4571161"
"Kacze Buki 03";"stop_position";"54.4554652";"18.4541716"
"Redłowo Szpital 02";"stop_position";"54.489694";"18.5548778"
"Sosnowiecka 02 (NŻ)";"stop_position";"54.4849523";"18.5350167"
"Kurpiowska 02 (NŻ)";"stop_position";"54.4852886";"18.5318648"
"Kurpiowska 01 (NŻ)";"stop_position";"54.4850944";"18.5315929"
"Olkuska - Radomska 01 (NŻ)";"stop_position";"54.4866795";"18.5170681"
"Mały Kack - Łęczycka 01";"stop_position";"54.4848564";"18.5151298"
"Wieluńska - Radomska 02";"stop_position";"54.4847303";"18.5178486"
"Wieluńska - Lipnowska 02";"stop_position";"54.4851138";"18.5219699"
"Rondo Kuronia 02";"stop_position";"54.3418036";"18.547961"
"Czaple Bysewo";"stop_position";"54.3653624";"18.4433255"
"Rdestowa - Leśny Zakątek 01";"stop_position";"54.4640155";"18.4575643"
"Leśna Polana 01 (NŻ)";"stop_position";"54.4628436";"18.4551017"
"Bogatka III";"stop_position";"54.3220484";"18.7631443"
"Bogatka III";"stop_position";"54.322005";"18.7625791"
"Bogatka I";"stop_position";"54.3280016";"18.7827255"
"Bogatka I";"stop_position";"54.3282776";"18.7835125"
"Bogatka II";"stop_position";"54.322688";"18.7766935"
"Bogatka II";"stop_position";"54.3223409";"18.7764352"
"Mały Kack Strzelców 02";"stop_position";"54.4777299";"18.50277"
"Migdałowa 02";"stop_position";"54.3419631";"18.5832516"
"Banino, Lodowa (Algida)";"stop_position";"54.3865467";"18.4059041"
"Banino, Balladyny";"stop_position";"54.3802852";"18.4054739"
"Banino, Balladyny";"stop_position";"54.379353";"18.4054022"
"Faktoria 02";"stop_position";"54.255362";"18.6322779"
"Łużycka 01";"stop_position";"54.455587";"18.5513149"
"Muzeum Narodowe 01";"stop_position";"54.3447285";"18.6480853"
"Pieńkawy 02 (NŻ)";"stop_position";"54.4928484";"18.4268947"
"Lniska Radunia";"stop_position";"54.3351513";"18.4041045"
"Lniska Radunia";"stop_position";"54.3351714";"18.4033479"
"Ujeścisko 05";"stop_position";"54.3314323";"18.5712024"
"Olimpijska 02";"stop_position";"54.3056174";"18.5812644"
"Szczeblewskiego 01";"stop_position";"54.4988806";"18.5491442"
"Wiosny Ludów 02";"stop_position";"54.4911272";"18.5509462"
"Wiosny Ludów 01";"stop_position";"54.4911284";"18.550905"
"Borkowo Szkoła 02";"stop_position";"54.2988384";"18.5952189"
"Borkowo Kasztanowa 02";"stop_position";"54.3002131";"18.5945297"
"Centrum Nauki Experyment 02";"stop_position";"54.4968559";"18.5382586"
"Centrum Nauki Experyment 03";"stop_position";"54.4971126";"18.5389402"
"Cmentarz Oliwski 01";"stop_position";"54.4134569";"18.5572659"
"Rogozińskiego 01";"stop_position";"54.2690489";"18.6244091"
"Powstańców Warszawy 01";"stop_position";"54.2563796";"18.6591938"
"Smęgorzyno";"stop_position";"54.3420378";"18.4732233"
"Tamka";"stop_position";"54.3573145";"18.7118312"
"Władysława Jagiełły 01";"stop_position";"54.4721195";"18.5087475"
"Nałkowskiej 01";"stop_position";"54.4694547";"18.5010247"
"Bratki 02";"stop_position";"54.3347339";"18.6704967"
"Port Lotniczy 08";"stop_position";"54.3831656";"18.4678261"
"Port Lotniczy 07";"stop_position";"54.3830915";"18.4677717"
"Port Lotniczy 06";"stop_position";"54.3830102";"18.4677154"
"Port Lotniczy 05";"stop_position";"54.3829609";"18.4679263"
"Barniewicka 01";"stop_position";"54.43424";"18.4674956"
"Chwaszczyno Kaszubska Droga 77";"stop_position";"54.4426049";"18.4345204"
"Chwaszczyno Kaszubska Droga 04";"stop_position";"54.442354";"18.4328866"
"Ku Ujściu 02";"stop_position";"54.3774337";"18.679595"
"Ku Ujściu 05";"stop_position";"54.3788655";"18.677835"
"Ku Ujściu 05";"stop_position";"54.3802308";"18.6804739"
"Przytulna";"stop_position";"54.3482817";"18.5335703"
"Karwiny Nowowiczlińska 04";"stop_position";"54.4744465";"18.4763345"
"Karwiny Nowowiczlińska 01";"stop_position";"54.4735704";"18.478008"
"Uczniowska 02";"stop_position";"54.4985688";"18.5018537"
"Stocznia Północna 03";"stop_position";"54.3713498";"18.6341609"
"Halicka 02";"stop_position";"54.4906528";"18.5330467"
"Witomino Leśniczówka 03";"stop_position";"54.4912429";"18.5124515"
