Nazwa;Typ;Latitude;Longitude;miasto;dzielnica
Ciołkowskiego 02;stop_position;54.3953765;18.6176638;Gdańsk;Wrzeszcz Dolny
Jaworzniaków 02;stop_position;54.3178368;18.5690106;Gdańsk;Ujeścisko - Łostowice
Kacze Buki 04;stop_position;54.4555952;18.4538641;Gdynia;Wielki Kack
"Hala ""Olivia"" 02";stop_position;54.4019277;18.5731706;Gdańsk;Oliwa
Witomino Sosnowa 01;stop_position;54.4984608;18.4941234;Gdynia;Witomino
Olsztyńska 01;stop_position;54.4063476;18.6046614;Gdańsk;Przymorze Wielkie
Cedry Małe, Stacja paliw;stop_position;54.2747393;18.8673893;Cedry Małe;
Wagnera 01;stop_position;54.3558149;18.6137202;Gdańsk;Suchanino
Nowy Port Oliwska 01;stop_position;54.4015711;18.6744556;Gdańsk;Nowy Port
Kasztanowa;stop_position;54.4040847;18.6611769;Gdańsk;Nowy Port
Kasztanowa;stop_position;54.4039564;18.6614066;Gdańsk;Nowy Port
Kielecka 01;stop_position;54.3339835;18.5921989;Gdańsk;Ujeścisko - Łostowice
Chopina 01;stop_position;54.4421581;18.5711912;Sopot;
Gdańsk Brętowo;stop_position;54.3652521;18.5735934;Gdańsk;Brętowo
Gdańsk Niedźwiednik;stop_position;54.3780951;18.5720736;Gdańsk;Wrzeszcz Górny
Gdańsk Niedźwiednik;stop_position;54.3781067;18.5720152;Gdańsk;Wrzeszcz Górny
Brętowo PKM 05;stop_position;54.3655346;18.5739613;Gdańsk;Brętowo
Jelitkowo Kapliczna 03;stop_position;54.4215619;18.6020137;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Jana z Kolna 01;stop_position;54.3616587;18.6452737;Gdańsk;Śródmieście
Kampinoska 01;stop_position;54.3162268;18.603275;Gdańsk;Orunia Górna - Gdańsk Południe
Powstańców Warszawy 02;stop_position;54.2569592;18.659368;Pruszcz Gdański;Osiedle Wschód
Twierdza Wisłoujście;stop_position;54.3936249;18.6774544;Gdańsk;Przeróbka
Nabrzeże Zbożowe;stop_position;54.3943515;18.6731186;Gdańsk;Przeróbka
Brzeźno;stop_position;54.4099195;18.6596811;Gdańsk;Nowy Port
Wielki Kack Fikakowo 01;stop_position;54.4655357;18.483455;Gdynia;Wielki Kack
Wielki Kack Fikakowo 02;stop_position;54.4657103;18.4834133;Gdynia;Wielki Kack
23 Marca;stop_position;54.4481227;18.5436072;Sopot;
Mały Kack Strzelców 01;stop_position;54.4777654;18.5032488;Gdynia;Mały Kack
Chwaszczyno Poczta 06;stop_position;54.4430439;18.4092769;Chwaszczyno;
Chwaszczyno Poczta 73;stop_position;54.4429862;18.4113805;Chwaszczyno;
Gdańsk Osowa;stop_position;54.4224377;18.4526044;Gdańsk;Osowa
23 Marca;stop_position;54.4481305;18.5443284;Sopot;
Gdańsk Strzyża;stop_position;54.3917025;18.5786734;Gdańsk;Strzyża
Gdańsk Strzyża;stop_position;54.3916687;18.5787096;Gdańsk;Strzyża
Uniwersytet Gdański;stop_position;54.3952806;18.5723045;Gdańsk;Oliwa
Zaroślak 01;stop_position;54.3416179;18.6425075;Gdańsk;Orunia - Święty Wojciech - Lipce
Stare Szkoty 01;stop_position;54.3359771;18.636515;Gdańsk;Orunia - Święty Wojciech - Lipce
Brama Oruńska 01;stop_position;54.3398379;18.6402865;Gdańsk;Orunia - Święty Wojciech - Lipce
Nowy Świat;stop_position;54.4186747;18.4504407;Gdańsk;Osowa
Zeusa;stop_position;54.4227167;18.4618402;Gdańsk;Osowa
Łowicka Szkoła 01;stop_position;54.4846442;18.5268035;Gdynia;Mały Kack
Zabornia;stop_position;54.3385415;18.5718272;Gdańsk;Ujeścisko - Łostowice
Zabornia;stop_position;54.3377171;18.570803;Gdańsk;Jasień
Zabornia;stop_position;54.3381726;18.5735932;Gdańsk;Ujeścisko - Łostowice
Zabornia;stop_position;54.3366646;18.5722266;Gdańsk;Ujeścisko - Łostowice
Łabędzia;stop_position;54.347261;18.5725265;Gdańsk;Piecki-Migowo
Hucisko 04;stop_position;54.351929;18.6444692;Gdańsk;Śródmieście
Redłowo SKM 03;stop_position;54.4920228;18.53891;Gdynia;Redłowo
Sopot Kamienny Potok;stop_position;54.4574735;18.553742;Sopot;
Sopot Kamienny Potok;stop_position;54.4575891;18.5534913;Sopot;
Gdynia Redłowo;stop_position;54.4915651;18.5382504;Gdynia;Redłowo
Gdynia Redłowo;stop_position;54.4915904;18.5384472;Gdynia;Redłowo
Gdynia Orłowo;stop_position;54.4767054;18.5488543;Gdynia;Orłowo
Gdynia Orłowo;stop_position;54.4767684;18.5490784;Gdynia;Orłowo
Sopot;stop_position;54.4400303;18.5623595;Sopot;
Sopot;stop_position;54.4400522;18.5625628;Sopot;
Sopot Wyścigi;stop_position;54.4316748;18.5650246;Sopot;
Sopot Wyścigi;stop_position;54.4316936;18.5652042;Sopot;
Gdańsk Żabianka - AWFiS;stop_position;54.4206183;18.5686392;Gdańsk;Oliwa
Gdańsk Żabianka - AWFiS;stop_position;54.4206063;18.568424;Gdańsk;Oliwa
Gdańsk Oliwa;stop_position;54.409614;18.5719845;Gdańsk;Oliwa
Gdańsk Oliwa;stop_position;54.4096329;18.5721924;Gdańsk;Oliwa
Gdańsk Zaspa;stop_position;54.3898514;18.5915048;Gdańsk;Zaspa-Młyniec
Gdańsk Zaspa;stop_position;54.3897827;18.5913923;Gdańsk;Zaspa-Młyniec
Gdańsk Wrzeszcz;stop_position;54.382116;18.6054213;Gdańsk;Wrzeszcz Górny
Gdańsk Wrzeszcz;stop_position;54.3819985;18.6053374;Gdańsk;Wrzeszcz Górny
Gdańsk Politechnika;stop_position;54.3742475;18.6274559;Gdańsk;Aniołki
Gdańsk Stocznia;stop_position;54.3646044;18.6417046;Gdańsk;Młyniska
Gdańsk Stocznia;stop_position;54.3646448;18.6418962;Gdańsk;Młyniska
Gdańsk Główny;stop_position;54.35676;18.644267;Gdańsk;Śródmieście
Gdańsk Główny;stop_position;54.3567515;18.6444723;Gdańsk;Śródmieście
Gdańsk Śródmieście;stop_position;54.3469191;18.6444696;Gdańsk;Śródmieście
Filipkowskiego 01;stop_position;54.4870998;18.4300624;Gdynia;Chwarzno-Wiczlino
Wiczlińska - Śliska;stop_position;54.4847461;18.4358756;Gdynia;Chwarzno-Wiczlino
Kwiatkowskiej;stop_position;54.4930018;18.4338779;Gdynia;Chwarzno-Wiczlino
Bryla;stop_position;54.4954647;18.4371784;Gdynia;Chwarzno-Wiczlino
Nałkowskiej 04;stop_position;54.4688421;18.4993517;Gdynia;Wielki Kack
Chwaszczyno Oliwska 79;stop_position;54.4420877;18.4462405;Chwaszczyno;Gdańsk
Chwaszczyno Oliwska 02;stop_position;54.4422912;18.4446366;Chwaszczyno;Gdańsk
Iławska;stop_position;54.4392566;18.459067;Gdańsk;Osowa
Iławska;stop_position;54.4395191;18.4584124;Gdańsk;Osowa
Myśliborska;stop_position;54.4417414;18.4526968;Gdańsk;Osowa
Myśliborska;stop_position;54.4418591;18.4512228;Gdańsk;Osowa
Pólnicy;stop_position;54.3404502;18.5591316;Gdańsk;Jasień
Pólnicy;stop_position;54.339607;18.561189;Gdańsk;Jasień
Damroki;stop_position;54.3390124;18.5633232;Gdańsk;Jasień
Sobieszewo 01;stop_position;54.3436477;18.8261956;Gdańsk;Wyspa Sobieszewska
Dębinki 01;stop_position;54.363374;18.63182;Gdańsk;Aniołki
Banino Szkoła 02;stop_position;54.391387;18.410472;Banino;
Pomorskie Szkoły Rzemiosł 03;stop_position;54.3606579;18.6136992;Gdańsk;Suchanino
Brama Oliwska 04;stop_position;54.3626523;18.639961;Gdańsk;Aniołki
Traugutta 03;stop_position;54.3681087;18.6294102;Gdańsk;Aniołki
Sopot;stop_position;54.4400243;18.5622837;Sopot;
Ujeścisko 04;stop_position;54.3318808;18.5711892;Gdańsk;Ujeścisko - Łostowice
Makro 73;stop_position;54.3396279;18.7355495;Przejazdowo;
Banino, Borowiecka 01;stop_position;54.3931213;18.4029967;Banino;
Ostróżki;stop_position;54.2430352;18.4651578;Ostróżki;
Brak nazwy;stop_position;54.370256;18.6881861;Gdańsk;Stogi
Łódzka 02;stop_position;54.33244;18.5943132;Gdańsk;Ujeścisko - Łostowice
Częstochowska 02;stop_position;54.3313885;18.5805059;Gdańsk;Ujeścisko - Łostowice
Uniwersytet Gdański 01;stop_position;54.4443259;18.5562148;Sopot;
Przejazdowo Hotel 01;stop_position;54.3233635;18.7462793;Przejazdowo;
Przejazdowo Hotel 78;stop_position;54.3242849;18.7459078;Przejazdowo;
Osiedle Kasprowicza 02;stop_position;54.2651273;18.6635059;Pruszcz Gdański;Osiedle Wschód
Osiedle Kasprowicza 01;stop_position;54.265267;18.6623831;Pruszcz Gdański;Osiedle Wschód
Wiśniewskiego 02;stop_position;54.2653206;18.6526067;Pruszcz Gdański;Osiedle Wschód
Wiśniewskiego 01;stop_position;54.2646056;18.6510107;Pruszcz Gdański;Osiedle Wschód
Obrońców Westerplatte 01;stop_position;54.2659824;18.6562733;Pruszcz Gdański;Osiedle Wschód
Obrońców Westerplatte 02;stop_position;54.2658673;18.657316;Pruszcz Gdański;Osiedle Wschód
Chopina/Rondo 21;stop_position;54.2606726;18.6498975;Pruszcz Gdański;Śródmieście
Chopina/Waląga 52;stop_position;54.2618204;18.6387061;Pruszcz Gdański;Śródmieście
Chopina/Waląga 23;stop_position;54.2617629;18.6391269;Pruszcz Gdański;Śródmieście
Chopina/Żwirki i Wigury 02;stop_position;54.259134;18.6501796;Pruszcz Gdański;Osiedle Wschód
Chopina/Żwirki i Wigury 31;stop_position;54.2588323;18.6502578;Pruszcz Gdański;Osiedle Wschód
Radunica 02;stop_position;54.2787655;18.6396062;Pruszcz Gdański;
Radunica 01;stop_position;54.2793281;18.6394359;Pruszcz Gdański;
Przemysłowa 01;stop_position;54.2705413;18.6380024;Pruszcz Gdański;Śródmieście
Przemysłowa 02;stop_position;54.2708642;18.6379261;Pruszcz Gdański;Śródmieście
Osiedle Piastowskie 02;stop_position;54.2672127;18.6522675;Pruszcz Gdański;Osiedle Wschód
Broniewskiego 02;stop_position;54.2643789;18.670242;Pruszcz Gdański;Osiedle Wschód
Broniewskiego 01;stop_position;54.2643512;18.6704888;Pruszcz Gdański;Osiedle Wschód
Osiedle Wschód 02;stop_position;54.2594428;18.6736819;Pruszcz Gdański;Osiedle Wschód
Wysockiego 02;stop_position;54.2629425;18.6748664;Pruszcz Gdański;Osiedle Wschód
Wysockiego 01;stop_position;54.2630676;18.6749053;Pruszcz Gdański;Osiedle Wschód
Czermińskiego 01;stop_position;54.322361;18.5523023;Gdańsk;Jasień
Baśniowa;stop_position;54.3193209;18.5643994;Gdańsk;Ujeścisko - Łostowice
Baśniowa;stop_position;54.3188973;18.5656299;Gdańsk;Ujeścisko - Łostowice
Kopernika/Azaliowa 58;stop_position;54.2637835;18.6637614;Pruszcz Gdański;Osiedle Wschód
Chwaszczyno;stop_position;54.4435121;18.4205883;Chwaszczyno;
Chwaszczyno 75;stop_position;54.4435046;18.4209264;Chwaszczyno;
Bogatka Skrzyżowanie 06;stop_position;54.3297705;18.7841126;Bogatka;
Piecewska;stop_position;54.358288;18.5871681;Gdańsk;Piecki-Migowo
Brak nazwy;stop_position;54.421504;18.418206;Chwaszczyno;
Dworzec autobusowy;stop_position;54.3558738;18.642715;Gdańsk;Śródmieście
Gryfa Pomorskiego 04;stop_position;54.4683446;18.4875909;Gdynia;Wielki Kack
Rębiechowo PKP;stop_position;54.3887464;18.4176098;Banino;
Chwaszczyno, Żwirowa;stop_position;54.4278267;18.4159594;Chwaszczyno;
Chełm Cienista 03;stop_position;54.3376265;18.6263008;Gdańsk;Chełm
Terminal DCT 01;stop_position;54.3831131;18.706228;Gdańsk;Stogi
Urząd Miejski 01;stop_position;54.3514729;18.6421765;Gdańsk;Śródmieście
Węzeł Groddecka;stop_position;54.3485178;18.642272;Gdańsk;Śródmieście
Gdynia Stadion;stop_position;54.4961501;18.533189;Gdynia;Mały Kack
Gdynia Stadion;stop_position;54.4961412;18.5332467;Gdynia;Mały Kack
Władysława IV 02;stop_position;54.4360324;18.5677838;Sopot;
Chwaszczyno, Szkoła;stop_position;54.4402019;18.4183253;Chwaszczyno;
Chwaszczyno, Jaromira;stop_position;54.4195365;18.4314414;Chwaszczyno;
Chwaszczyno, Kaszubska Droga 95;stop_position;54.4254431;18.4373235;Chwaszczyno;
Brak nazwy;stop_position;54.4288718;18.439205;Chwaszczyno;
Chwaszczyno, Szymanowskiego;stop_position;54.436517;18.4364422;Chwaszczyno;
Leźno Skrzyżowanie;stop_position;54.3450965;18.4537843;Leźno;
Królewskie Wzgórze;stop_position;54.3496095;18.5739691;Gdańsk;Piecki-Migowo
Królewskie Wzgórze;stop_position;54.3498222;18.5741179;Gdańsk;Piecki-Migowo
Łabędzia;stop_position;54.3470264;18.5723471;Gdańsk;Piecki-Migowo
Stolema;stop_position;54.3413942;18.570562;Gdańsk;Jasień
Stolema;stop_position;54.3416494;18.5705625;Gdańsk;Jasień
Zabornia;stop_position;54.3382401;18.5722335;Gdańsk;Ujeścisko - Łostowice
Zabornia;stop_position;54.3384949;18.5721534;Gdańsk;Ujeścisko - Łostowice
Ujeścisko 01;stop_position;54.3314984;18.571485;Gdańsk;Ujeścisko - Łostowice
Ujeścisko 03;stop_position;54.3316183;18.5709406;Gdańsk;Ujeścisko - Łostowice
Lawendowe Wzgórze 02;stop_position;54.3277339;18.569734;Gdańsk;Ujeścisko - Łostowice
Lawendowe Wzgórze 01;stop_position;54.3280318;18.5699618;Gdańsk;Ujeścisko - Łostowice
Ujeścisko 02;stop_position;54.331557;18.5709314;Gdańsk;Ujeścisko - Łostowice
Ujeścisko 06;stop_position;54.3314394;18.5710342;Gdańsk;Ujeścisko - Łostowice
Sopot PKP - Marynarzy 01;stop_position;54.4391448;18.5641899;Sopot;
Władysława IV 01;stop_position;54.4359284;18.5674253;Sopot;
Kochanowskiego 03;stop_position;54.4347215;18.5598904;Sopot;
Sikorskiego 03;stop_position;54.4413347;18.5567677;Sopot;
Herberta 01;stop_position;54.4402201;18.5455112;Sopot;
Żeromskiego 02;stop_position;54.4404646;18.5512923;Sopot;
Sikorskiego 02;stop_position;54.4415159;18.55885;Sopot;
Sopot PKP 01;stop_position;54.441151;18.5647926;Sopot;
Chopina 03;stop_position;54.4425047;18.5703278;Sopot;
Grunwaldzka 01;stop_position;54.4392412;18.5736661;Sopot;
Mierosławskiego 01;stop_position;54.4333115;18.5712308;Sopot;
Sportowa 01;stop_position;54.4315654;18.5697804;Sopot;
Rynek Non-Stop 01;stop_position;54.4326176;18.5671434;Sopot;
Jana z Kolna 02;stop_position;54.4347187;18.5698421;Sopot;
Sobieskiego - Przychodnia 02;stop_position;54.4391482;18.567678;Sopot;
Sopot PKP 02;stop_position;54.4414371;18.5636475;Sopot;
Sikorskiego 01;stop_position;54.441706;18.5578799;Sopot;
Żeromskiego 01;stop_position;54.4403919;18.5517629;Sopot;
Osiedle Mickiewicza 01;stop_position;54.4391521;18.5478624;Sopot;
Głęboka 94;stop_position;54.3529124;18.6724432;Gdańsk;Śródmieście
Łostowice Świętokrzyska 02;stop_position;54.3231162;18.6065454;Gdańsk;Orunia Górna - Gdańsk Południe
Nowy Świat, Jezioro;stop_position;54.4184656;18.4435178;Nowy Świat;
Sobiesława I;stop_position;54.4179072;18.4386557;Chwaszczyno;
Czapielsk;stop_position;54.2630911;18.4117738;Czapielsk;
Cygańska Góra 04 n/ż;stop_position;54.3590522;18.6185735;Gdańsk;Suchanino
Cygańska Góra 03 n/ż;stop_position;54.35918;18.6178987;Gdańsk;Suchanino
Jankowo Conradiego Pętla 01;stop_position;54.2948733;18.5543266;Jankowo Gdańskie;
Rębiechowo PKP;stop_position;54.388659;18.4178579;Banino;
Brętowo PKM 01;stop_position;54.3649562;18.5737111;Gdańsk;Brętowo
Dworzec Główny 14;stop_position;54.3553054;18.6453354;Gdańsk;Śródmieście
Dworzec Główny 12;stop_position;54.355416;18.6453619;Gdańsk;Śródmieście
Pomorskie Szkoły Rzemiosł 04;stop_position;54.3607005;18.6135062;Gdańsk;Suchanino
Przyrodników;stop_position;54.3845291;18.4319711;Gdańsk;Kokoszki
Beniowskiego 01;stop_position;54.4093966;18.5788699;Gdańsk;Przymorze Małe
Toruńska 01;stop_position;54.3456141;18.6454702;Gdańsk;Śródmieście
Śródmieście SKM 01;stop_position;54.3476883;18.6444027;Gdańsk;Śródmieście
Chwaszczyno - Lisia (NŻ);stop_position;54.4360653;18.4052837;Chwaszczyno;
Gdańsk, Dworzec PKS;stop_position;54.3570226;18.6432401;Gdańsk;Śródmieście
Matejki 02;stop_position;54.3747152;18.6130984;Gdańsk;Wrzeszcz Górny
Żwirki i Wigury 03;stop_position;54.3921899;18.6058937;Gdańsk;Zaspa-Rozstaje
Śnieżna 03;stop_position;54.3922347;18.6578593;Gdańsk;Letnica
Focha 02;stop_position;54.3586169;18.6231137;Gdańsk;Siedlce
Focha 01;stop_position;54.3586115;18.6229127;Gdańsk;Siedlce
Zaroślak 03;stop_position;54.342001;18.6418662;Gdańsk;Śródmieście
Nad Jarem 01;stop_position;54.3538492;18.6143809;Gdańsk;Suchanino
Zacna;stop_position;54.3506367;18.5604297;Gdańsk;Piecki-Migowo
Brak nazwy;stop_position;54.2235658;18.5826162;Jagatowo;
Brak nazwy;stop_position;54.2231796;18.5817216;Jagatowo;
Brak nazwy;stop_position;54.2309396;18.5993348;Juszkowo;
Dąbrowskiego 02;stop_position;54.2580006;18.6491439;Pruszcz Gdański;Śródmieście
Łokietka 01;stop_position;54.4294806;18.5742513;Sopot;
Kopalniana;stop_position;54.3903818;18.616935;Gdańsk;Wrzeszcz Dolny
Jelitkowo 06;stop_position;54.4233635;18.5937474;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Cedry Małe, Stacja paliw;stop_position;54.2730946;18.8690797;Cedry Małe;
Urząd Wojewódzki / Marszałkowski;stop_position;54.3428176;18.6462745;Gdańsk;Śródmieście
Urząd Wojewódzki / Marszałkowski;stop_position;54.3428608;18.6460829;Gdańsk;Śródmieście
Brzegowa 01;stop_position;54.3422926;18.7940376;Wiślinka;
Kacze Buki 01;stop_position;54.4554299;18.4551406;Gdynia;Wielki Kack
Fabryczna;stop_position;54.353136;18.494974;Gdańsk;Kokoszki
Bażyńskiego 05;stop_position;54.3987057;18.5688676;Gdańsk;Oliwa
Zaspa;stop_position;54.3998678;18.5954497;Gdańsk;Zaspa-Rozstaje
Smoluchowskiego 02;stop_position;54.3670473;18.623304;Gdańsk;Aniołki
Smoluchowskiego 01;stop_position;54.3671405;18.6245117;Gdańsk;Aniołki
Traugutta 04;stop_position;54.3674456;18.6273724;Gdańsk;Aniołki
Górki Zachodnie 01;stop_position;54.3547689;18.7819688;Gdańsk;Krakowiec - Górki Zachodnie
Łęczycka 02;stop_position;54.3559486;18.7632598;Gdańsk;Krakowiec - Górki Zachodnie
Gdańsk Matarnia;stop_position;54.3735583;18.5063293;Gdańsk;Matarnia
Gdańsk Firoga;stop_position;54.3782672;18.4870918;Gdańsk;Matarnia
Osowa PKP 01;stop_position;54.4209282;18.452667;Gdańsk;Osowa
Osowa PKP 03;stop_position;54.4205794;18.4519812;Gdańsk;Osowa
Stadion PKM 01;stop_position;54.4966939;18.5329975;Gdynia;Mały Kack
Łużycka;stop_position;54.4948856;18.5347957;Gdynia;Mały Kack
Kręta 01;stop_position;54.4674345;18.498256;Gdynia;Wielki Kack
Gryfa Pomorskiego 02;stop_position;54.4677615;18.4875639;Gdynia;Wielki Kack
Brama Żuławska 05;stop_position;54.3486811;18.6692375;Gdańsk;Śródmieście
Długie Ogrody 01;stop_position;54.3477438;18.6637671;Gdańsk;Śródmieście
Gdańsk Port Lotniczy;stop_position;54.3827984;18.4663337;Gdańsk;Matarnia
Gdańsk Port Lotniczy;stop_position;54.3827654;18.466308;Gdańsk;Matarnia
Czarny Dwór;stop_position;54.4068078;18.6165289;Gdańsk;Zaspa-Rozstaje
Panattoni 01;stop_position;54.2378094;18.6069184;Juszkowo;
Kolbudy, Przemysłowa;stop_position;54.2774794;18.4530678;Kolbudy;
Kolbudy, Os. Leśników;stop_position;54.2634856;18.4642641;Kolbudy;
Odyseusza 01;stop_position;54.4309572;18.482131;Gdańsk;Osowa
Krzemowa 01 (NŻ);stop_position;54.457909;18.4558448;Gdynia;Wielki Kack
Kacze Buki Puszczyka 01;stop_position;54.4507214;18.451171;Gdynia;Wielki Kack
Bieszczadzka 01 (ŃŻ);stop_position;54.4524242;18.4534608;Gdynia;Wielki Kack
Podleśna 02;stop_position;54.4670355;18.5092298;Gdynia;Wielki Kack
Buszkowy, Szkoła;stop_position;54.2300778;18.4401946;Buszkowy;
Nowa Gdańska 02;stop_position;54.3970153;18.6341216;Gdańsk;Brzeźno
Nowa Gdańska 01;stop_position;54.3969024;18.6343407;Gdańsk;Brzeźno
Chwaszczyno Rewerenda 01;stop_position;54.4516228;18.4390216;Chwaszczyno;
Lniska Radunia;stop_position;54.3357974;18.4038248;Lniska;
Częstochowska 01;stop_position;54.3313489;18.5810084;Gdańsk;Ujeścisko - Łostowice
Migdałowa 01;stop_position;54.3419801;18.5832298;Gdańsk;Ujeścisko - Łostowice
Kontenerowa 01;stop_position;54.3805324;18.6967278;Gdańsk;Stogi
Kontenerowa 02;stop_position;54.3803002;18.6951345;Gdańsk;Stogi
Brzeźno Plaża;stop_position;54.4086823;18.6273395;Gdańsk;Brzeźno
Wrzeszcz PKP 06;stop_position;54.3825688;18.6026512;Gdańsk;Wrzeszcz Górny
Szpital Marynarki Wojennej;stop_position;54.3938294;18.567574;Gdańsk;VII Dwór
Pręgowo, Lisi Jar;stop_position;54.2417086;18.4784888;Ostróżki;
Leźno, Kościół;stop_position;54.3459341;18.4341947;Leźno;
Leźno, Kościół;stop_position;54.345629;18.4354586;Leźno;
Różyny;stop_position;54.2105952;18.663018;Różyny;
Różyny;stop_position;54.2123674;18.6613128;Różyny;
Cieplewo;stop_position;54.2325753;18.6477073;Cieplewo;
Cieplewo;stop_position;54.234637;18.6474669;Cieplewo;
Pruszcz Gdański;stop_position;54.2571683;18.6469329;Pruszcz Gdański;Śródmieście
Pruszcz Gdański;stop_position;54.2571588;18.6466851;Pruszcz Gdański;Śródmieście
Pruszcz Gdański;stop_position;54.2572568;18.6470069;Pruszcz Gdański;Śródmieście
Pruszcz Gdański;stop_position;54.2572603;18.6472238;Pruszcz Gdański;Śródmieście
Gdańsk Lipce;stop_position;54.3014618;18.6358778;Gdańsk;Orunia - Święty Wojciech - Lipce
Gdańsk Lipce;stop_position;54.3014801;18.6359357;Gdańsk;Orunia - Święty Wojciech - Lipce
Gdańsk Orunia;stop_position;54.3230169;18.6340493;Gdańsk;Orunia - Święty Wojciech - Lipce
Gdańsk Orunia;stop_position;54.3254099;18.6348622;Gdańsk;Orunia - Święty Wojciech - Lipce
Gdańsk Główny;stop_position;54.3562808;18.6436216;Gdańsk;Śródmieście
Gdańsk Główny;stop_position;54.3562341;18.6441245;Gdańsk;Śródmieście
Gdańsk Główny;stop_position;54.3567492;18.6445458;Gdańsk;Śródmieście
Gdańsk Główny;stop_position;54.3567344;18.6447749;Gdańsk;Śródmieście
Gdańsk Główny;stop_position;54.3570602;18.6449546;Gdańsk;Śródmieście
Gdańsk Główny;stop_position;54.3570497;18.6451608;Gdańsk;Śródmieście
Gdynia Orłowo;stop_position;54.4766697;18.5487174;Gdynia;Orłowo
Gdynia Orłowo;stop_position;54.4766206;18.5485443;Gdynia;Orłowo
Gdansk Wrzeszcz;stop_position;54.3816765;18.6050551;Gdańsk;Wrzeszcz Górny
Gdansk Wrzeszcz;stop_position;54.3819066;18.605394;Gdańsk;Wrzeszcz Górny
Gdańsk Kiełpinek;stop_position;54.3555646;18.5277316;Gdańsk;Jasień
Gdańsk Kiełpinek;stop_position;54.3555288;18.5277188;Gdańsk;Jasień
Gdańsk Matarnia;stop_position;54.3735101;18.5063146;Gdańsk;Matarnia
Gdańsk Rębiechowo;stop_position;54.3876953;18.4458489;Gdańsk;Matarnia
Gdańsk Rębiechowo;stop_position;54.3876607;18.4458132;Gdańsk;Matarnia
Gdańsk Osowa;stop_position;54.422375;18.4528401;Gdańsk;Osowa
Gdańsk Osowa;stop_position;54.422331;18.4530047;Gdańsk;Osowa
Gdańsk Osowa;stop_position;54.4223961;18.4527705;Gdańsk;Osowa
Strzyża PKM 06;stop_position;54.3913033;18.5785613;Gdańsk;Strzyża
Strzyża PKM 07;stop_position;54.3908186;18.5787666;Gdańsk;Strzyża
Smolna 02;stop_position;54.4282725;18.5623648;Sopot;
Smolna 01;stop_position;54.4276551;18.5626887;Sopot;
Hospicjum 01;stop_position;54.4255801;18.5630241;Sopot;
Kasztanowa 01;stop_position;54.4248804;18.5635499;Sopot;
Młyńska 02;stop_position;54.4562246;18.5583422;Sopot;
Plac Kusocińskiego 02;stop_position;54.4527638;18.563016;Sopot;
Korty Tenisowe 02;stop_position;54.4502406;18.564754;Sopot;
Grand Hotel 02;stop_position;54.4463848;18.5677939;Sopot;
Bielińskiego 01 (NŻ);stop_position;54.457396;18.4449026;Gdynia;Dąbrowa
Bielińskiego 02 (NŻ);stop_position;54.4567195;18.4434196;Gdynia;Dąbrowa
Rdestowa Kolonia 02 (NŻ);stop_position;54.4601689;18.4514267;Gdynia;Dąbrowa
Rdestowa Kolonia 04 (NŻ);stop_position;54.4602365;18.4496491;Gdynia;Dąbrowa
Rdestowa Kolonia 01 (NŻ);stop_position;54.4610718;18.4513733;Gdynia;Dąbrowa
Łódzka 01;stop_position;54.332408;18.5948774;Gdańsk;Chełm
Piotrkowska 01;stop_position;54.331324;18.5860215;Gdańsk;Ujeścisko - Łostowice
Piotrkowska 02;stop_position;54.3313577;18.5854747;Gdańsk;Ujeścisko - Łostowice
Przemyska 04;stop_position;54.333115;18.5962775;Gdańsk;Chełm
Anyżowa 01;stop_position;54.4748776;18.4696684;Gdynia;Dąbrowa
Borkowo Szkoła 01;stop_position;54.2987681;18.5954121;Borkowo;
Terminal - Cargo 02;stop_position;54.3826016;18.4758085;Gdańsk;Matarnia
Terminal - Cargo 01;stop_position;54.3824585;18.4760094;Gdańsk;Matarnia
Belgradzka 04;stop_position;54.3557532;18.5885467;Gdańsk;Piecki-Migowo
Fundamentowa;stop_position;54.3557001;18.4928344;Gdańsk;Kokoszki
Chwaszczyno - Nytbusz 01 (NŻ);stop_position;54.4527943;18.4257131;Chwaszczyno;
Chwaszczyno - Polna 02 (NŻ);stop_position;54.4513118;18.4243357;Chwaszczyno;
Chwaszczyno - Polna 01 (NŻ);stop_position;54.4508796;18.4260241;Chwaszczyno;
Brak nazwy;stop_position;54.3946484;18.6168859;Gdańsk;Zaspa-Rozstaje
Ergo Arena 04;stop_position;54.4253205;18.5815268;Sopot;
Sopot Reja 02;stop_position;54.4313792;18.561855;Sopot;
Kochanowskiego 01;stop_position;54.4342366;18.5590082;Sopot;
Chwaszczyno Synaka 04;stop_position;54.4484231;18.4292467;Chwaszczyno;
Łowicka Szkoła 02;stop_position;54.4843451;18.5272757;Gdynia;Mały Kack
Wrzeszczańska 02;stop_position;54.3906345;18.6334132;Gdańsk;Wrzeszcz Dolny
Lisewiec, Parkowa;stop_position;54.2424566;18.4952985;Lisewiec;
Połczyńska 02;stop_position;54.3337382;18.5401641;Gdańsk;Jasień
Karwiny Nowowiczlińska 03;stop_position;54.4734968;18.4770235;Gdynia;Karwiny
Kacze Buki 02;stop_position;54.4562741;18.4568653;Gdynia;Wielki Kack
Krzemowa 02 (NŻ);stop_position;54.4573115;18.4571161;Gdynia;Wielki Kack
